order_id,customer_id,order_date,shipped_date,delivered_date,channel,promo_code,discount_pct,subtotal,shipping_cost,tax,order_total,status,is_first_order
O00008243,C007277,2023-09-03,2023-09-04,2023-09-07,direct,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008244,C007278,2023-05-31,2023-06-01,2023-06-04,email,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00008245,C007280,2023-07-29,2023-07-30,2023-08-04,organic_search,BFCM20,0.1,110.65,0.0,8.85,119.5,delivered,True
O00008246,C007281,2023-02-04,2023-02-05,2023-02-08,email,LOYAL15,0.15,18.69,5.99,1.5,26.18,delivered,True
O00008247,C007281,2023-02-18,2023-02-19,2023-02-22,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00008248,C007281,2023-03-11,2023-03-12,2023-03-16,paid_search,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00008249,C007283,2024-01-05,2024-01-06,2024-01-10,paid_social,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00008250,C007284,2023-10-15,2023-10-16,2023-10-19,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00008251,C007285,2023-03-05,2023-03-06,2023-03-08,referral,BFCM20,0.1,52.17,0.0,4.17,56.34,delivered,True
O00008252,C007287,2024-06-29,2024-06-30,2024-07-01,organic_search,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00008253,C007290,2023-06-10,2023-06-11,2023-06-13,paid_search,SUMMER15,0.15,71.37,0.0,5.71,77.08,delivered,True
O00008254,C007291,2023-03-08,2023-03-09,2023-03-13,paid_social,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00008255,C007291,2023-06-08,2023-06-09,2023-06-11,organic_search,,0.0,116.97,0.0,9.36,126.33,delivered,False
O00008256,C007291,2023-06-28,2023-06-29,2023-07-01,paid_social,,0.0,71.96,0.0,5.76,77.72,delivered,False
O00008257,C007291,2023-11-18,2023-11-19,2023-11-24,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00008258,C007291,2023-11-30,2023-12-01,2023-12-03,email,,0.0,65.97,0.0,5.28,71.25,delivered,False
O00008259,C007291,2023-12-09,2023-12-10,2023-12-13,direct,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00008260,C007291,2024-01-13,2024-01-14,2024-01-16,email,,0.0,108.95,0.0,8.72,117.67,delivered,False
O00008261,C007293,2024-01-27,2024-01-28,2024-01-31,paid_social,,0.0,150.95,0.0,12.08,163.03,delivered,True
O00008262,C007295,2024-04-06,2024-04-07,2024-04-08,organic_search,,0.0,125.95,0.0,10.08,136.03,delivered,False
O00008263,C007295,2024-05-20,2024-05-21,2024-05-25,email,,0.0,100.97,0.0,8.08,109.05,delivered,False
O00008264,C007297,2023-07-11,2023-07-12,2023-07-17,referral,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00008265,C007298,2023-12-16,2023-12-17,2023-12-22,organic_search,,0.0,82.95,0.0,6.64,89.59,delivered,True
O00008266,C007301,2023-12-21,2023-12-22,2023-12-25,email,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008267,C007302,2024-02-08,2024-02-09,2024-02-13,paid_social,WELCOME10,0.15,11.04,5.99,0.88,17.91,delivered,True
O00008268,C007302,2024-02-20,2024-02-21,2024-02-24,direct,,0.0,122.95,0.0,9.84,132.79,delivered,False
O00008269,C007302,2024-02-27,2024-02-28,2024-03-01,organic_search,,0.0,134.95,0.0,10.8,145.75,delivered,False
O00008270,C007302,2024-03-02,2024-03-03,2024-03-07,email,,0.15,15.29,5.99,1.22,22.5,delivered,False
O00008271,C007302,2024-03-11,2024-03-12,2024-03-15,organic_search,,0.0,87.96,0.0,7.04,95.0,delivered,False
O00008272,C007303,2023-02-20,2023-02-21,2023-02-25,organic_search,BFCM20,0.2,21.59,5.99,1.73,29.31,delivered,True
O00008273,C007304,2023-02-05,2023-02-06,2023-02-10,organic_search,LOYAL15,0.15,101.95,0.0,8.16,110.11,delivered,True
O00008274,C007306,2024-05-07,2024-05-08,2024-05-10,organic_search,,0.0,68.97,0.0,5.52,74.49,delivered,True
O00008275,C007308,2023-12-03,2023-12-04,2023-12-09,paid_social,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00008276,C007308,2023-12-12,2023-12-13,2023-12-15,paid_search,BFCM20,0.1,11.69,5.99,0.94,18.62,delivered,False
O00008277,C007309,2023-02-25,2023-02-26,2023-03-01,paid_search,,0.0,116.97,0.0,9.36,126.33,delivered,True
O00008278,C007310,2024-05-29,2024-05-30,2024-05-31,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00008279,C007311,2024-05-24,2024-05-25,2024-05-27,direct,WELCOME10,0.1,23.38,5.99,1.87,31.24,delivered,True
O00008280,C007314,2024-01-03,2024-01-04,2024-01-07,organic_search,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008281,C007314,2024-02-24,2024-02-25,2024-03-01,paid_social,BFCM20,0.2,59.18,0.0,4.73,63.91,delivered,False
O00008282,C007314,2024-03-24,2024-03-25,2024-03-26,paid_search,,0.15,153.78,0.0,12.3,166.08,delivered,False
O00008283,C007314,2024-03-31,2024-04-01,2024-04-05,organic_search,WELCOME10,0.1,19.79,5.99,1.58,27.36,delivered,False
O00008284,C007314,2024-05-13,2024-05-14,2024-05-17,direct,,0.0,68.97,0.0,5.52,74.49,delivered,False
O00008285,C007315,2023-12-31,2024-01-01,2024-01-06,paid_social,BFCM20,0.1,144.85,0.0,11.59,156.44,delivered,True
O00008286,C007319,2023-06-29,2023-06-30,2023-07-02,organic_search,,0.0,37.98,5.99,3.04,47.01,delivered,True
O00008287,C007320,2023-06-03,2023-06-04,2023-06-09,organic_search,,0.0,93.96,0.0,7.52,101.48,delivered,True
O00008288,C007321,2024-04-02,2024-04-03,2024-04-05,direct,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00008289,C007321,2024-04-21,2024-04-22,2024-04-24,email,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00008290,C007323,2024-04-17,2024-04-18,2024-04-21,referral,BFCM20,0.2,14.39,5.99,1.15,21.53,delivered,True
O00008291,C007324,2023-08-21,2023-08-22,2023-08-25,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00008292,C007325,2023-08-17,2023-08-18,2023-08-20,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00008293,C007325,2023-09-20,2023-09-21,2023-09-24,direct,,0.0,65.97,0.0,5.28,71.25,delivered,False
O00008294,C007325,2023-09-26,2023-09-27,2023-09-30,direct,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00008295,C007326,2023-12-14,2023-12-15,2023-12-17,paid_social,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00008296,C007327,2024-01-09,2024-01-10,2024-01-14,organic_social,,0.0,56.98,0.0,4.56,61.54,delivered,True
O00008297,C007327,2024-01-21,2024-01-22,2024-01-24,email,,0.0,142.95,0.0,11.44,154.39,delivered,False
O00008298,C007328,2024-02-03,2024-02-04,2024-02-08,email,,0.0,70.95,0.0,5.68,76.63,delivered,True
O00008299,C007329,2024-02-02,2024-02-03,2024-02-07,direct,WELCOME10,0.15,32.28,5.99,2.58,40.85,delivered,True
O00008300,C007330,2023-06-24,2023-06-25,2023-06-29,organic_search,,0.0,55.97,0.0,4.48,60.45,delivered,False
O00008301,C007332,2024-04-20,2024-04-21,2024-04-25,paid_search,,0.0,61.98,0.0,4.96,66.94,delivered,True
O00008302,C007332,2024-05-16,2024-05-17,2024-05-22,direct,,0.0,77.98,0.0,6.24,84.22,delivered,False
O00008303,C007333,2023-07-17,2023-07-18,2023-07-23,organic_search,,0.0,73.96,0.0,5.92,79.88,delivered,True
O00008304,C007334,2023-10-28,2023-10-29,2023-10-31,paid_social,,0.0,148.95,0.0,11.92,160.87,delivered,True
O00008305,C007334,2023-10-29,2023-10-30,2023-11-01,direct,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00008306,C007334,2023-11-24,2023-11-25,2023-11-27,organic_search,,0.0,25.98,5.99,2.08,34.05,delivered,False
O00008307,C007334,2023-12-28,2023-12-29,2023-12-31,email,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00008308,C007336,2023-10-26,2023-10-27,2023-10-29,organic_search,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00008309,C007338,2023-08-19,2023-08-20,2023-08-25,paid_search,LOYAL15,0.2,62.38,0.0,4.99,67.37,delivered,True
O00008310,C007339,2023-04-28,2023-04-29,2023-05-01,direct,,0.0,53.98,0.0,4.32,58.3,delivered,True
O00008311,C007340,2024-04-01,2024-04-02,2024-04-05,organic_search,BFCM20,0.2,43.18,5.99,3.45,52.62,delivered,True
O00008312,C007342,2024-04-25,2024-04-26,2024-04-29,organic_search,,0.0,60.98,0.0,4.88,65.86,delivered,True
O00008313,C007343,2023-01-26,2023-01-27,2023-01-28,paid_social,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00008314,C007343,2023-01-31,2023-02-01,2023-02-05,email,,0.0,108.95,0.0,8.72,117.67,delivered,False
O00008315,C007343,2023-04-15,2023-04-16,2023-04-20,paid_social,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00008316,C007343,2023-04-16,2023-04-17,2023-04-20,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00008317,C007343,2023-09-29,2023-09-30,2023-10-01,paid_search,WELCOME10,0.15,19.54,5.99,1.56,27.09,delivered,False
O00008318,C007343,2023-09-30,2023-10-01,2023-10-03,organic_search,,0.0,64.97,0.0,5.2,70.17,delivered,False
O00008319,C007343,2023-10-09,2023-10-10,2023-10-12,paid_search,,0.0,60.98,0.0,4.88,65.86,delivered,False
O00008320,C007343,2023-10-26,2023-10-27,2023-10-31,direct,,0.0,61.98,0.0,4.96,66.94,delivered,False
O00008321,C007343,2023-11-15,2023-11-16,2023-11-20,direct,WELCOME10,0.15,16.14,5.99,1.29,23.42,delivered,False
O00008322,C007343,2024-02-12,2024-02-13,2024-02-14,email,,0.0,144.95,0.0,11.6,156.55,delivered,False
O00008323,C007343,2024-03-01,2024-03-02,2024-03-04,email,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00008324,C007343,2024-03-19,2024-03-20,2024-03-23,organic_search,BFCM20,0.1,53.97,0.0,4.32,58.29,delivered,False
O00008325,C007344,2023-07-08,2023-07-09,2023-07-14,paid_social,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00008326,C007345,2023-03-02,2023-03-03,2023-03-07,referral,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00008327,C007345,2023-04-06,2023-04-07,2023-04-09,email,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00008328,C007348,2023-06-11,2023-06-12,2023-06-14,paid_social,SUMMER15,0.15,15.29,5.99,1.22,22.5,delivered,True
O00008329,C007348,2023-09-24,2023-09-25,2023-09-27,organic_search,,0.0,143.96,0.0,11.52,155.48,delivered,False
O00008330,C007349,2023-04-13,2023-04-14,2023-04-18,paid_social,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008331,C007350,2023-03-24,2023-03-25,2023-03-30,organic_search,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00008332,C007351,2024-06-18,2024-06-19,2024-06-21,organic_search,LOYAL15,0.15,29.74,5.99,2.38,38.11,delivered,False
O00008333,C007352,2024-03-24,2024-03-25,2024-03-27,paid_search,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00008334,C007352,2024-05-09,2024-05-10,2024-05-12,email,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00008335,C007352,2024-06-06,2024-06-07,2024-06-08,organic_search,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00008336,C007352,2024-06-19,2024-06-20,2024-06-23,direct,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00008337,C007352,2024-06-25,2024-06-26,2024-06-30,email,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00008338,C007353,2023-08-14,2023-08-15,2023-08-18,email,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008339,C007354,2023-05-29,2023-05-30,2023-06-01,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00008340,C007355,2023-06-11,2023-06-12,2023-06-14,paid_search,SUMMER15,0.2,14.39,5.99,1.15,21.53,delivered,True
O00008341,C007356,2023-01-30,2023-01-31,2023-02-04,email,SUMMER15,0.1,11.69,5.99,0.94,18.62,delivered,True
O00008342,C007356,2023-06-16,2023-06-17,2023-06-19,direct,,0.0,104.97,0.0,8.4,113.37,delivered,False
O00008343,C007356,2023-12-27,2023-12-28,2023-12-30,organic_search,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00008344,C007356,2024-01-18,2024-01-19,2024-01-22,organic_search,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00008345,C007356,2024-05-13,2024-05-14,2024-05-16,organic_search,,0.0,66.96,0.0,5.36,72.32,delivered,False
O00008346,C007356,2024-05-30,2024-05-31,2024-06-02,email,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00008347,C007358,2024-02-26,2024-02-27,2024-02-28,organic_search,,0.0,44.98,5.99,3.6,54.57,delivered,True
O00008348,C007358,2024-03-24,2024-03-25,2024-03-27,paid_social,,0.0,126.94,0.0,10.16,137.1,delivered,False
O00008349,C007358,2024-03-26,2024-03-27,2024-03-29,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00008350,C007358,2024-04-06,2024-04-07,2024-04-09,email,,0.0,98.96,0.0,7.92,106.88,delivered,False
O00008351,C007359,2023-04-01,2023-04-02,2023-04-05,email,,0.0,61.98,0.0,4.96,66.94,delivered,True
O00008352,C007359,2023-06-21,2023-06-22,2023-06-23,direct,BFCM20,0.2,62.38,0.0,4.99,67.37,delivered,False
O00008353,C007360,2023-10-01,2023-10-02,2023-10-05,paid_search,,0.0,25.98,5.99,2.08,34.05,delivered,True
O00008354,C007361,2023-07-12,2023-07-13,2023-07-17,organic_social,,0.0,101.96,0.0,8.16,110.12,delivered,True
O00008355,C007362,2023-07-29,2023-07-30,2023-08-01,organic_social,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00008356,C007363,2024-02-06,2024-02-07,2024-02-09,direct,,0.0,119.96,0.0,9.6,129.56,delivered,True
O00008357,C007363,2024-04-02,2024-04-03,2024-04-05,email,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00008358,C007367,2023-07-10,2023-07-11,2023-07-13,paid_social,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008359,C007368,2023-11-03,2023-11-04,2023-11-06,organic_search,LOYAL15,0.15,15.29,5.99,1.22,22.5,delivered,True
O00008360,C007369,2023-04-27,2023-04-28,2023-04-30,organic_search,,0.0,80.97,0.0,6.48,87.45,delivered,True
O00008361,C007370,2024-05-21,2024-05-22,2024-05-24,paid_search,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00008362,C007371,2023-05-25,2023-05-26,2023-05-28,direct,SUMMER15,0.15,16.14,5.99,1.29,23.42,delivered,True
O00008363,C007372,2024-02-19,2024-02-20,2024-02-25,organic_search,LOYAL15,0.1,44.07,5.99,3.53,53.59,delivered,True
O00008364,C007373,2023-05-11,2023-05-12,2023-05-15,organic_search,,0.0,120.95,0.0,9.68,130.63,delivered,False
O00008365,C007373,2023-05-12,2023-05-13,2023-05-15,email,,0.0,84.96,0.0,6.8,91.76,delivered,False
O00008366,C007376,2024-03-23,2024-03-24,2024-03-25,paid_search,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00008367,C007377,2024-05-24,2024-05-25,2024-05-27,paid_social,,0.0,35.98,5.99,2.88,44.85,delivered,True
O00008368,C007377,2024-05-25,2024-05-26,2024-05-30,paid_social,,0.0,104.97,0.0,8.4,113.37,delivered,False
O00008369,C007378,2024-01-06,2024-01-07,2024-01-10,email,,0.0,70.97,0.0,5.68,76.65,delivered,True
O00008370,C007378,2024-03-21,2024-03-22,2024-03-24,email,,0.0,107.96,0.0,8.64,116.6,delivered,False
O00008371,C007379,2023-07-26,2023-07-27,2023-07-28,paid_search,WELCOME10,0.15,39.08,5.99,3.13,48.2,delivered,True
O00008372,C007380,2023-01-24,2023-01-25,2023-01-30,organic_search,BFCM20,0.2,14.39,5.99,1.15,21.53,delivered,True
O00008373,C007381,2023-05-27,2023-05-28,2023-05-30,referral,,0.0,38.97,5.99,3.12,48.08,delivered,True
O00008374,C007381,2023-06-28,2023-06-29,2023-07-01,direct,LOYAL15,0.15,48.43,0.0,3.87,52.3,delivered,False
O00008375,C007382,2023-07-05,2023-07-06,2023-07-08,email,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00008376,C007382,2023-08-27,2023-08-28,2023-08-31,organic_social,BFCM20,0.2,66.37,0.0,5.31,71.68,delivered,False
O00008377,C007382,2023-10-17,2023-10-18,2023-10-19,email,,0.0,113.94,0.0,9.12,123.06,delivered,False
O00008378,C007382,2023-11-01,2023-11-02,2023-11-07,email,,0.0,94.96,0.0,7.6,102.56,delivered,False
O00008379,C007382,2023-11-17,2023-11-18,2023-11-22,direct,WELCOME10,0.1,59.38,0.0,4.75,64.13,delivered,False
O00008380,C007382,2023-12-11,2023-12-12,2023-12-13,direct,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00008381,C007382,2024-01-09,2024-01-10,2024-01-12,email,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00008382,C007382,2024-02-21,2024-02-22,2024-02-24,email,,0.0,77.98,0.0,6.24,84.22,delivered,False
O00008383,C007382,2024-04-13,2024-04-14,2024-04-16,email,,0.0,143.96,0.0,11.52,155.48,delivered,False
O00008384,C007382,2024-04-24,2024-04-25,2024-04-29,paid_search,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00008385,C007382,2024-05-06,2024-05-07,2024-05-09,paid_search,,0.0,56.96,0.0,4.56,61.52,delivered,False
O00008386,C007382,2024-05-20,2024-05-21,2024-05-23,organic_social,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00008387,C007382,2024-06-18,2024-06-19,2024-06-21,direct,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00008388,C007382,2024-06-19,2024-06-20,2024-06-22,email,,0.2,83.98,0.0,6.72,90.7,delivered,False
O00008389,C007384,2023-09-27,2023-09-28,2023-09-30,paid_search,,0.1,62.98,0.0,5.04,68.02,delivered,True
O00008390,C007385,2024-01-20,2024-01-21,2024-01-24,email,,0.0,76.96,0.0,6.16,83.12,delivered,True
O00008391,C007385,2024-02-29,2024-03-01,2024-03-05,organic_social,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00008392,C007385,2024-05-29,2024-05-30,2024-06-01,organic_search,WELCOME10,0.2,62.38,0.0,4.99,67.37,delivered,False
O00008393,C007389,2024-03-12,2024-03-13,2024-03-16,paid_search,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00008394,C007390,2023-05-11,2023-05-12,2023-05-15,paid_social,,0.0,52.98,0.0,4.24,57.22,delivered,True
O00008395,C007391,2023-09-23,2023-09-24,2023-09-26,organic_search,WELCOME10,0.2,41.57,5.99,3.33,50.89,delivered,True
O00008396,C007392,2023-08-18,2023-08-19,2023-08-22,email,,0.0,57.97,0.0,4.64,62.61,delivered,True
O00008397,C007393,2024-02-20,2024-02-21,2024-02-22,paid_social,BFCM20,0.2,74.37,0.0,5.95,80.32,delivered,True
O00008398,C007393,2024-02-21,2024-02-22,2024-02-27,email,WELCOME10,0.15,15.29,5.99,1.22,22.5,delivered,False
O00008399,C007394,2024-02-18,2024-02-19,2024-02-24,paid_social,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008400,C007395,2023-04-05,2023-04-06,2023-04-08,paid_social,SUMMER15,0.1,51.28,0.0,4.1,55.38,delivered,True
O00008401,C007396,2023-01-16,2023-01-17,2023-01-19,paid_social,,0.0,65.97,0.0,5.28,71.25,delivered,True
O00008402,C007397,2023-02-07,2023-02-08,2023-02-10,paid_social,,0.0,57.98,0.0,4.64,62.62,delivered,True
O00008403,C007398,2024-01-18,2024-01-19,2024-01-23,paid_social,,0.0,57.98,0.0,4.64,62.62,delivered,False
O00008404,C007399,2024-03-16,2024-03-17,2024-03-22,paid_social,,0.1,41.38,5.99,3.31,50.68,delivered,True
O00008405,C007400,2023-11-26,2023-11-27,2023-11-29,organic_social,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00008406,C007402,2024-04-13,2024-04-14,2024-04-16,organic_social,,0.0,65.97,0.0,5.28,71.25,delivered,True
O00008407,C007404,2023-09-26,2023-09-27,2023-09-29,paid_search,WELCOME10,0.2,51.97,0.0,4.16,56.13,delivered,True
O00008408,C007404,2023-10-29,2023-10-30,2023-11-04,email,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00008409,C007405,2024-02-27,2024-02-28,2024-03-03,paid_social,,0.0,101.95,0.0,8.16,110.11,delivered,True
O00008410,C007406,2023-09-13,2023-09-14,2023-09-15,paid_social,WELCOME10,0.1,104.35,0.0,8.35,112.7,delivered,True
O00008411,C007407,2023-02-23,2023-02-24,2023-02-26,email,SUMMER15,0.15,39.08,5.99,3.13,48.2,delivered,True
O00008412,C007408,2024-01-19,2024-01-20,2024-01-22,paid_search,,0.15,59.46,0.0,4.76,64.22,delivered,True
O00008413,C007408,2024-02-01,2024-02-02,2024-02-06,paid_search,BFCM20,0.2,18.39,5.99,1.47,25.85,delivered,False
O00008414,C007408,2024-02-03,2024-02-04,2024-02-08,paid_social,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00008415,C007408,2024-02-08,2024-02-09,2024-02-12,direct,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00008416,C007408,2024-02-09,2024-02-10,2024-02-14,paid_social,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00008417,C007408,2024-02-21,2024-02-22,2024-02-25,email,,0.0,41.98,5.99,3.36,51.33,delivered,False
O00008418,C007409,2023-09-24,2023-09-25,2023-09-29,paid_social,,0.0,79.96,0.0,6.4,86.36,delivered,True
O00008419,C007409,2023-10-30,2023-10-31,2023-11-02,paid_social,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00008420,C007410,2023-04-15,2023-04-16,2023-04-19,organic_social,,0.0,38.97,5.99,3.12,48.08,delivered,False
O00008421,C007410,2023-08-17,2023-08-18,2023-08-20,email,,0.0,40.98,5.99,3.28,50.25,delivered,False
O00008422,C007410,2023-09-11,2023-09-12,2023-09-15,email,,0.0,74.97,0.0,6.0,80.97,delivered,False
O00008423,C007410,2023-09-20,2023-09-21,2023-09-26,email,,0.0,57.98,0.0,4.64,62.62,cancelled,False
O00008424,C007410,2023-12-23,2023-12-24,2023-12-25,email,,0.0,162.95,0.0,13.04,175.99,delivered,False
O00008425,C007410,2024-05-10,2024-05-11,2024-05-16,direct,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00008426,C007411,2024-05-28,2024-05-29,2024-05-31,organic_search,WELCOME10,0.15,11.04,5.99,0.88,17.91,cancelled,True
O00008427,C007413,2024-02-02,2024-02-03,2024-02-07,organic_search,BFCM20,0.2,14.39,5.99,1.15,21.53,delivered,True
O00008428,C007413,2024-03-10,2024-03-11,2024-03-13,direct,,0.0,68.97,0.0,5.52,74.49,delivered,False
O00008429,C007413,2024-03-16,2024-03-17,2024-03-19,email,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00008430,C007415,2024-02-07,2024-02-08,2024-02-10,paid_social,,0.0,43.98,5.99,3.52,53.49,delivered,True
O00008431,C007417,2024-03-05,2024-03-06,2024-03-11,paid_social,,0.0,43.98,5.99,3.52,53.49,delivered,True
O00008432,C007417,2024-04-18,2024-04-19,2024-04-21,email,SUMMER15,0.15,77.31,0.0,6.18,83.49,delivered,False
O00008433,C007418,2024-06-16,2024-06-17,2024-06-19,paid_social,,0.0,84.97,0.0,6.8,91.77,delivered,True
O00008434,C007419,2023-08-16,2023-08-17,2023-08-22,paid_search,BFCM20,0.1,23.38,5.99,1.87,31.24,delivered,True
O00008435,C007421,2024-03-28,2024-03-29,2024-03-31,email,,0.0,96.95,0.0,7.76,104.71,delivered,True
O00008436,C007422,2023-11-05,2023-11-06,2023-11-10,organic_search,,0.0,143.96,0.0,11.52,155.48,delivered,True
O00008437,C007424,2023-11-02,2023-11-03,2023-11-07,organic_social,,0.0,83.96,0.0,6.72,90.68,delivered,True
O00008438,C007425,2023-12-05,2023-12-06,2023-12-09,paid_social,WELCOME10,0.15,83.25,0.0,6.66,89.91,delivered,True
O00008439,C007425,2023-12-17,2023-12-18,2023-12-22,direct,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00008440,C007426,2024-01-31,2024-02-01,2024-02-05,paid_search,WELCOME10,0.15,100.24,0.0,8.02,108.26,delivered,True
O00008441,C007426,2024-03-25,2024-03-26,2024-03-27,paid_search,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00008442,C007426,2024-04-08,2024-04-09,2024-04-14,paid_search,,0.0,90.97,0.0,7.28,98.25,delivered,False
O00008443,C007427,2023-07-08,2023-07-09,2023-07-14,organic_search,BFCM20,0.1,74.67,0.0,5.97,80.64,delivered,True
O00008444,C007427,2023-08-02,2023-08-03,2023-08-06,email,,0.0,91.95,0.0,7.36,99.31,delivered,False
O00008445,C007427,2023-08-25,2023-08-26,2023-08-29,organic_search,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00008446,C007428,2024-03-05,2024-03-06,2024-03-10,organic_social,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00008447,C007429,2024-03-19,2024-03-20,2024-03-23,paid_search,SUMMER15,0.1,126.84,0.0,10.15,136.99,delivered,True
O00008448,C007429,2024-03-22,2024-03-23,2024-03-27,direct,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00008449,C007430,2024-06-28,2024-06-29,2024-07-02,email,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00008450,C007431,2023-10-28,2023-10-29,2023-10-31,paid_search,WELCOME10,0.2,30.38,5.99,2.43,38.8,delivered,True
O00008451,C007432,2023-12-10,2023-12-11,2023-12-13,email,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00008452,C007434,2024-05-01,2024-05-02,2024-05-03,direct,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00008453,C007434,2024-06-11,2024-06-12,2024-06-14,paid_social,,0.0,77.98,0.0,6.24,84.22,delivered,False
O00008454,C007434,2024-06-13,2024-06-14,2024-06-18,email,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00008455,C007435,2023-02-15,2023-02-16,2023-02-20,paid_social,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00008456,C007436,2023-04-13,2023-04-14,2023-04-16,paid_search,,0.0,135.95,0.0,10.88,146.83,delivered,True
O00008457,C007437,2024-05-18,2024-05-19,2024-05-22,organic_search,BFCM20,0.1,35.98,5.99,2.88,44.85,delivered,True
O00008458,C007438,2023-04-14,2023-04-15,2023-04-18,email,LOYAL15,0.15,89.22,0.0,7.14,96.36,delivered,False
O00008459,C007438,2023-04-17,2023-04-18,2023-04-21,paid_search,BFCM20,0.15,33.14,5.99,2.65,41.78,delivered,False
O00008460,C007440,2024-02-27,2024-02-28,2024-03-01,paid_social,,0.0,132.94,0.0,10.64,143.58,delivered,True
O00008461,C007440,2024-03-19,2024-03-20,2024-03-22,direct,,0.2,148.74,0.0,11.9,160.64,delivered,False
O00008462,C007440,2024-04-16,2024-04-17,2024-04-20,direct,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00008463,C007440,2024-04-18,2024-04-19,2024-04-20,direct,,0.0,79.97,0.0,6.4,86.37,delivered,False
O00008464,C007440,2024-05-02,2024-05-03,2024-05-04,email,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00008465,C007440,2024-05-10,2024-05-11,2024-05-16,paid_social,,0.0,37.98,5.99,3.04,47.01,delivered,False
