spend_id,date,platform,campaign_id,campaign_name,impressions,clicks,ctr,spend,conversions,conversion_value,roas
AD00003030,2024-03-08,meta_ads,FB003,LAL — Top Customers,3519,29,0.0083,67.16,0,0.0,0.0
AD00003031,2024-03-08,meta_ads,IG001,Instagram — Story Ads,2250,26,0.0116,45.2,0,0.0,0.0
AD00003032,2024-03-09,google_ads,GS001,Brand Keywords,652,23,0.0353,47.42,1,31.79,0.67
AD00003033,2024-03-09,google_ads,GS002,Coffee Subscription,761,32,0.042,68.02,1,38.96,0.57
AD00003034,2024-03-09,google_ads,GS003,Competitor Conquesting,1663,64,0.0385,46.64,4,190.32,4.08
AD00003035,2024-03-09,meta_ads,FB001,Prospecting — Interest,5374,65,0.0121,59.39,1,32.39,0.55
AD00003036,2024-03-09,meta_ads,FB002,Retargeting — Site Visitors,6749,101,0.0151,67.7,2,79.36,1.17
AD00003037,2024-03-09,meta_ads,FB003,LAL — Top Customers,3311,80,0.0244,52.03,1,53.46,1.03
AD00003038,2024-03-09,meta_ads,IG001,Instagram — Story Ads,4245,92,0.0218,72.68,1,54.42,0.75
AD00003039,2024-03-10,google_ads,GS001,Brand Keywords,469,24,0.0512,40.27,1,54.84,1.36
AD00003040,2024-03-10,google_ads,GS002,Coffee Subscription,879,33,0.0375,48.21,2,58.58,1.22
AD00003041,2024-03-10,google_ads,GS003,Competitor Conquesting,1065,42,0.0394,68.77,2,98.59,1.43
AD00003042,2024-03-10,meta_ads,FB001,Prospecting — Interest,4000,98,0.0247,47.33,3,88.28,1.87
AD00003043,2024-03-10,meta_ads,FB002,Retargeting — Site Visitors,5448,117,0.0216,72.36,4,142.85,1.97
AD00003044,2024-03-10,meta_ads,FB003,LAL — Top Customers,6105,150,0.0246,72.84,5,188.89,2.59
AD00003045,2024-03-10,meta_ads,IG001,Instagram — Story Ads,2257,37,0.0166,40.09,1,46.53,1.16
AD00003046,2024-03-11,google_ads,GS001,Brand Keywords,538,22,0.0409,37.4,1,45.26,1.21
AD00003047,2024-03-11,google_ads,GS002,Coffee Subscription,481,24,0.0499,51.56,1,53.0,1.03
AD00003048,2024-03-11,google_ads,GS003,Competitor Conquesting,573,20,0.0349,42.5,0,0.0,0.0
AD00003049,2024-03-11,meta_ads,FB001,Prospecting — Interest,3824,70,0.0185,51.4,1,45.48,0.88
AD00003050,2024-03-11,meta_ads,FB002,Retargeting — Site Visitors,3274,73,0.0224,55.64,2,100.11,1.8
AD00003051,2024-03-11,meta_ads,FB003,LAL — Top Customers,1861,30,0.0165,36.57,0,0.0,0.0
AD00003052,2024-03-11,meta_ads,IG001,Instagram — Story Ads,5807,138,0.0238,50.18,4,192.58,3.84
AD00003053,2024-03-12,google_ads,GS001,Brand Keywords,1888,97,0.0514,62.53,6,264.32,4.23
AD00003054,2024-03-12,google_ads,GS002,Coffee Subscription,600,28,0.0467,43.33,2,89.76,2.07
AD00003055,2024-03-12,google_ads,GS003,Competitor Conquesting,619,26,0.042,36.91,1,40.02,1.08
AD00003056,2024-03-12,meta_ads,FB001,Prospecting — Interest,2725,60,0.0222,49.44,1,30.86,0.62
AD00003057,2024-03-12,meta_ads,FB002,Retargeting — Site Visitors,3344,34,0.0103,55.35,1,34.52,0.62
AD00003058,2024-03-12,meta_ads,FB003,LAL — Top Customers,3703,48,0.013,40.4,1,42.98,1.06
AD00003059,2024-03-12,meta_ads,IG001,Instagram — Story Ads,2204,26,0.012,47.97,0,0.0,0.0
AD00003060,2024-03-13,google_ads,GS001,Brand Keywords,502,30,0.0598,64.31,1,31.89,0.5
AD00003061,2024-03-13,google_ads,GS002,Coffee Subscription,926,34,0.0367,45.25,2,97.48,2.15
AD00003062,2024-03-13,google_ads,GS003,Competitor Conquesting,545,24,0.044,47.42,1,54.93,1.16
AD00003063,2024-03-13,meta_ads,FB001,Prospecting — Interest,2971,50,0.017,54.61,1,47.27,0.87
AD00003064,2024-03-13,meta_ads,FB002,Retargeting — Site Visitors,2060,46,0.0228,34.65,1,54.16,1.56
AD00003065,2024-03-13,meta_ads,FB003,LAL — Top Customers,3642,37,0.0104,59.95,1,31.42,0.52
AD00003066,2024-03-13,meta_ads,IG001,Instagram — Story Ads,4834,49,0.0103,46.56,1,42.53,0.91
AD00003067,2024-03-14,google_ads,GS001,Brand Keywords,1600,53,0.0331,64.93,3,149.87,2.31
AD00003068,2024-03-14,google_ads,GS002,Coffee Subscription,735,23,0.0313,51.12,1,44.61,0.87
AD00003069,2024-03-14,google_ads,GS003,Competitor Conquesting,1176,36,0.0306,61.6,1,34.56,0.56
AD00003070,2024-03-14,meta_ads,FB001,Prospecting — Interest,2014,27,0.0137,42.78,0,0.0,0.0
AD00003071,2024-03-14,meta_ads,FB002,Retargeting — Site Visitors,1944,23,0.0121,41.11,0,0.0,0.0
AD00003072,2024-03-14,meta_ads,FB003,LAL — Top Customers,2713,60,0.0222,50.82,1,52.37,1.03
AD00003073,2024-03-14,meta_ads,IG001,Instagram — Story Ads,3012,41,0.0138,37.29,1,31.18,0.84
AD00003074,2024-03-15,google_ads,GS001,Brand Keywords,636,36,0.0566,69.64,2,58.15,0.84
AD00003075,2024-03-15,google_ads,GS002,Coffee Subscription,1035,36,0.0348,35.27,1,40.28,1.14
AD00003076,2024-03-15,google_ads,GS003,Competitor Conquesting,869,48,0.0552,56.17,3,95.98,1.71
AD00003077,2024-03-15,meta_ads,FB001,Prospecting — Interest,4086,82,0.0201,65.46,2,70.92,1.08
AD00003078,2024-03-15,meta_ads,FB002,Retargeting — Site Visitors,6263,122,0.0196,69.46,4,194.76,2.8
AD00003079,2024-03-15,meta_ads,FB003,LAL — Top Customers,4329,34,0.008,67.24,0,0.0,0.0
AD00003080,2024-03-15,meta_ads,IG001,Instagram — Story Ads,3621,29,0.0082,44.87,0,0.0,0.0
AD00003081,2024-03-16,google_ads,GS001,Brand Keywords,678,34,0.0501,68.5,2,62.92,0.92
AD00003082,2024-03-16,google_ads,GS002,Coffee Subscription,604,20,0.0331,39.3,0,0.0,0.0
AD00003083,2024-03-16,google_ads,GS003,Competitor Conquesting,862,30,0.0348,62.79,1,48.37,0.77
AD00003084,2024-03-16,meta_ads,FB001,Prospecting — Interest,3343,34,0.0103,57.64,1,53.77,0.93
AD00003085,2024-03-16,meta_ads,FB002,Retargeting — Site Visitors,3021,28,0.0094,66.14,0,0.0,0.0
AD00003086,2024-03-16,meta_ads,FB003,LAL — Top Customers,4547,87,0.0193,70.12,2,59.18,0.84
AD00003087,2024-03-16,meta_ads,IG001,Instagram — Story Ads,5697,124,0.0218,52.36,3,103.28,1.97
AD00003088,2024-03-17,google_ads,GS001,Brand Keywords,800,35,0.0437,67.05,2,104.71,1.56
AD00003089,2024-03-17,google_ads,GS002,Coffee Subscription,896,41,0.0458,69.16,3,86.9,1.26
AD00003090,2024-03-17,google_ads,GS003,Competitor Conquesting,703,26,0.037,50.9,1,29.8,0.59
AD00003091,2024-03-17,meta_ads,FB001,Prospecting — Interest,2674,32,0.0122,45.6,1,35.35,0.78
AD00003092,2024-03-17,meta_ads,FB002,Retargeting — Site Visitors,3504,45,0.0131,69.36,1,33.28,0.48
AD00003093,2024-03-17,meta_ads,FB003,LAL — Top Customers,8216,111,0.0136,72.72,3,125.56,1.73
AD00003094,2024-03-17,meta_ads,IG001,Instagram — Story Ads,5401,77,0.0144,74.21,1,39.41,0.53
AD00003095,2024-03-18,google_ads,GS001,Brand Keywords,455,23,0.0505,39.01,1,47.37,1.21
AD00003096,2024-03-18,google_ads,GS002,Coffee Subscription,1429,66,0.0462,51.87,5,235.84,4.55
AD00003097,2024-03-18,google_ads,GS003,Competitor Conquesting,1554,89,0.0573,64.09,6,286.79,4.47
AD00003098,2024-03-18,meta_ads,FB001,Prospecting — Interest,5332,76,0.0144,65.91,2,69.1,1.05
AD00003099,2024-03-18,meta_ads,FB002,Retargeting — Site Visitors,2137,40,0.0189,34.43,0,0.0,0.0
AD00003100,2024-03-18,meta_ads,FB003,LAL — Top Customers,2677,28,0.0108,35.61,0,0.0,0.0
AD00003101,2024-03-18,meta_ads,IG001,Instagram — Story Ads,1879,21,0.0117,34.6,0,0.0,0.0
AD00003102,2024-03-19,google_ads,GS001,Brand Keywords,1583,50,0.0316,65.26,3,124.55,1.91
AD00003103,2024-03-19,google_ads,GS002,Coffee Subscription,1105,55,0.0498,52.46,2,71.83,1.37
AD00003104,2024-03-19,google_ads,GS003,Competitor Conquesting,536,31,0.0578,48.52,1,42.99,0.89
AD00003105,2024-03-19,meta_ads,FB001,Prospecting — Interest,3403,57,0.017,54.8,1,47.35,0.86
AD00003106,2024-03-19,meta_ads,FB002,Retargeting — Site Visitors,2285,46,0.0204,42.79,1,40.13,0.94
AD00003107,2024-03-19,meta_ads,FB003,LAL — Top Customers,2826,46,0.0165,59.16,1,29.58,0.5
AD00003108,2024-03-19,meta_ads,IG001,Instagram — Story Ads,4936,60,0.0122,42.16,2,99.3,2.36
AD00003109,2024-03-20,google_ads,GS001,Brand Keywords,1713,53,0.0309,51.41,3,123.79,2.41
AD00003110,2024-03-20,google_ads,GS002,Coffee Subscription,618,34,0.055,63.08,2,101.21,1.6
AD00003111,2024-03-20,google_ads,GS003,Competitor Conquesting,349,20,0.0573,39.93,1,28.93,0.72
AD00003112,2024-03-20,meta_ads,FB001,Prospecting — Interest,2524,27,0.0108,50.56,0,0.0,0.0
AD00003113,2024-03-20,meta_ads,FB002,Retargeting — Site Visitors,2541,47,0.0185,49.03,1,29.86,0.61
AD00003114,2024-03-20,meta_ads,FB003,LAL — Top Customers,4040,85,0.0212,58.39,1,40.21,0.69
AD00003115,2024-03-20,meta_ads,IG001,Instagram — Story Ads,2785,46,0.0168,48.02,0,0.0,0.0
AD00003116,2024-03-21,google_ads,GS001,Brand Keywords,553,21,0.038,36.61,0,0.0,0.0
AD00003117,2024-03-21,google_ads,GS002,Coffee Subscription,924,50,0.0541,56.07,3,140.5,2.51
AD00003118,2024-03-21,google_ads,GS003,Competitor Conquesting,372,21,0.0565,44.93,1,41.64,0.93
AD00003119,2024-03-21,meta_ads,FB001,Prospecting — Interest,3858,92,0.0241,55.87,2,108.03,1.93
AD00003120,2024-03-21,meta_ads,FB002,Retargeting — Site Visitors,6927,64,0.0093,65.53,1,40.37,0.62
AD00003121,2024-03-21,meta_ads,FB003,LAL — Top Customers,4992,107,0.0216,43.68,1,50.71,1.16
AD00003122,2024-03-21,meta_ads,IG001,Instagram — Story Ads,5351,94,0.0176,55.71,2,85.0,1.53
AD00003123,2024-03-22,google_ads,GS001,Brand Keywords,597,28,0.0469,38.32,1,45.15,1.18
AD00003124,2024-03-22,google_ads,GS002,Coffee Subscription,377,22,0.0584,35.9,1,42.31,1.18
AD00003125,2024-03-22,google_ads,GS003,Competitor Conquesting,710,31,0.0437,65.45,1,54.88,0.84
AD00003126,2024-03-22,meta_ads,FB001,Prospecting — Interest,2223,30,0.0137,38.58,0,0.0,0.0
AD00003127,2024-03-22,meta_ads,FB002,Retargeting — Site Visitors,3231,49,0.0154,43.27,1,46.46,1.07
AD00003128,2024-03-22,meta_ads,FB003,LAL — Top Customers,3063,64,0.0212,45.89,1,30.19,0.66
AD00003129,2024-03-22,meta_ads,IG001,Instagram — Story Ads,2489,47,0.0192,39.41,1,37.74,0.96
AD00003130,2024-03-23,google_ads,GS001,Brand Keywords,3003,97,0.0323,75.4,7,257.85,3.42
AD00003131,2024-03-23,google_ads,GS002,Coffee Subscription,1794,77,0.0429,63.84,3,156.59,2.45
AD00003132,2024-03-23,google_ads,GS003,Competitor Conquesting,608,29,0.0477,38.57,1,40.54,1.05
AD00003133,2024-03-23,meta_ads,FB001,Prospecting — Interest,4073,74,0.0183,60.49,2,101.08,1.67
AD00003134,2024-03-23,meta_ads,FB002,Retargeting — Site Visitors,2905,58,0.02,61.71,1,39.93,0.65
AD00003135,2024-03-23,meta_ads,FB003,LAL — Top Customers,4845,83,0.0172,57.9,2,95.75,1.65
AD00003136,2024-03-23,meta_ads,IG001,Instagram — Story Ads,5958,114,0.0193,55.83,3,134.19,2.4
AD00003137,2024-03-24,google_ads,GS001,Brand Keywords,812,36,0.0443,61.85,1,53.8,0.87
AD00003138,2024-03-24,google_ads,GS002,Coffee Subscription,454,22,0.0485,45.24,1,50.15,1.11
AD00003139,2024-03-24,google_ads,GS003,Competitor Conquesting,549,29,0.0528,40.49,1,39.26,0.97
AD00003140,2024-03-24,meta_ads,FB001,Prospecting — Interest,2778,28,0.0103,54.48,0,0.0,0.0
AD00003141,2024-03-24,meta_ads,FB002,Retargeting — Site Visitors,2955,35,0.0121,58.45,1,52.6,0.9
AD00003142,2024-03-24,meta_ads,FB003,LAL — Top Customers,2548,38,0.0151,43.07,0,0.0,0.0
AD00003143,2024-03-24,meta_ads,IG001,Instagram — Story Ads,3177,59,0.0186,58.28,2,96.73,1.66
AD00003144,2024-03-25,google_ads,GS001,Brand Keywords,1672,72,0.0431,61.33,5,149.79,2.44
AD00003145,2024-03-25,google_ads,GS002,Coffee Subscription,1264,47,0.0372,33.96,1,46.17,1.36
AD00003146,2024-03-25,google_ads,GS003,Competitor Conquesting,1525,76,0.0498,67.29,5,257.28,3.82
AD00003147,2024-03-25,meta_ads,FB001,Prospecting — Interest,1878,46,0.0246,37.61,0,0.0,0.0
AD00003148,2024-03-25,meta_ads,FB002,Retargeting — Site Visitors,4658,47,0.0101,59.91,0,0.0,0.0
AD00003149,2024-03-25,meta_ads,FB003,LAL — Top Customers,4791,69,0.0146,67.66,2,61.95,0.92
AD00003150,2024-03-25,meta_ads,IG001,Instagram — Story Ads,2978,35,0.012,46.16,1,32.66,0.71
AD00003151,2024-03-26,google_ads,GS001,Brand Keywords,980,40,0.0408,43.76,3,108.9,2.49
AD00003152,2024-03-26,google_ads,GS002,Coffee Subscription,829,35,0.0422,40.73,2,107.38,2.64
AD00003153,2024-03-26,google_ads,GS003,Competitor Conquesting,1056,36,0.0341,63.62,1,51.07,0.8
AD00003154,2024-03-26,meta_ads,FB001,Prospecting — Interest,5392,63,0.0118,61.26,1,43.06,0.7
AD00003155,2024-03-26,meta_ads,FB002,Retargeting — Site Visitors,2539,43,0.0172,45.73,1,29.86,0.65
AD00003156,2024-03-26,meta_ads,FB003,LAL — Top Customers,3374,78,0.0232,66.07,1,40.73,0.62
AD00003157,2024-03-26,meta_ads,IG001,Instagram — Story Ads,2877,53,0.0186,40.86,1,37.79,0.92
AD00003158,2024-03-27,google_ads,GS001,Brand Keywords,661,25,0.0378,47.31,1,36.36,0.77
AD00003159,2024-03-27,google_ads,GS002,Coffee Subscription,719,39,0.0542,48.91,2,66.3,1.36
AD00003160,2024-03-27,google_ads,GS003,Competitor Conquesting,709,38,0.0536,39.89,2,75.54,1.89
AD00003161,2024-03-27,meta_ads,FB001,Prospecting — Interest,2976,61,0.0207,49.17,2,63.51,1.29
AD00003162,2024-03-27,meta_ads,FB002,Retargeting — Site Visitors,2388,29,0.0123,37.6,0,0.0,0.0
AD00003163,2024-03-27,meta_ads,FB003,LAL — Top Customers,5243,120,0.023,52.8,2,103.86,1.97
AD00003164,2024-03-27,meta_ads,IG001,Instagram — Story Ads,5684,77,0.0137,54.74,2,104.1,1.9
AD00003165,2024-03-28,google_ads,GS001,Brand Keywords,1784,73,0.0409,64.44,4,134.0,2.08
AD00003166,2024-03-28,google_ads,GS002,Coffee Subscription,822,38,0.0462,50.36,2,94.38,1.87
AD00003167,2024-03-28,google_ads,GS003,Competitor Conquesting,1515,48,0.0317,66.0,3,122.09,1.85
AD00003168,2024-03-28,meta_ads,FB001,Prospecting — Interest,3193,37,0.0119,64.07,1,33.5,0.52
AD00003169,2024-03-28,meta_ads,FB002,Retargeting — Site Visitors,3277,33,0.0101,36.02,1,46.86,1.3
AD00003170,2024-03-28,meta_ads,FB003,LAL — Top Customers,1980,48,0.0245,36.84,1,47.85,1.3
AD00003171,2024-03-28,meta_ads,IG001,Instagram — Story Ads,2741,44,0.0163,59.82,1,40.75,0.68
AD00003172,2024-03-29,google_ads,GS001,Brand Keywords,768,27,0.0352,36.62,1,52.15,1.42
AD00003173,2024-03-29,google_ads,GS002,Coffee Subscription,1507,74,0.0491,61.16,5,265.54,4.34
AD00003174,2024-03-29,google_ads,GS003,Competitor Conquesting,581,27,0.0465,40.13,1,33.0,0.82
AD00003175,2024-03-29,meta_ads,FB001,Prospecting — Interest,4824,107,0.0223,43.18,4,144.87,3.36
AD00003176,2024-03-29,meta_ads,FB002,Retargeting — Site Visitors,5352,105,0.0197,44.16,2,76.82,1.74
AD00003177,2024-03-29,meta_ads,FB003,LAL — Top Customers,1629,40,0.0246,34.42,1,52.15,1.52
AD00003178,2024-03-29,meta_ads,IG001,Instagram — Story Ads,2896,42,0.0147,54.17,1,50.62,0.93
AD00003179,2024-03-30,google_ads,GS001,Brand Keywords,621,35,0.0564,47.07,1,49.35,1.05
AD00003180,2024-03-30,google_ads,GS002,Coffee Subscription,1091,46,0.0422,51.22,2,63.42,1.24
AD00003181,2024-03-30,google_ads,GS003,Competitor Conquesting,698,32,0.0458,40.45,1,43.23,1.07
AD00003182,2024-03-30,meta_ads,FB001,Prospecting — Interest,4204,70,0.0167,63.7,1,54.67,0.86
AD00003183,2024-03-30,meta_ads,FB002,Retargeting — Site Visitors,2733,34,0.0125,44.42,1,36.67,0.83
AD00003184,2024-03-30,meta_ads,FB003,LAL — Top Customers,3316,33,0.0102,57.9,0,0.0,0.0
AD00003185,2024-03-30,meta_ads,IG001,Instagram — Story Ads,6034,149,0.0247,75.98,5,248.3,3.27
AD00003186,2024-03-31,google_ads,GS001,Brand Keywords,653,30,0.0459,62.68,1,38.76,0.62
AD00003187,2024-03-31,google_ads,GS002,Coffee Subscription,3776,114,0.0302,75.53,8,256.07,3.39
AD00003188,2024-03-31,google_ads,GS003,Competitor Conquesting,385,23,0.0597,47.75,1,50.72,1.06
AD00003189,2024-03-31,meta_ads,FB001,Prospecting — Interest,4242,78,0.0186,50.48,2,103.9,2.06
AD00003190,2024-03-31,meta_ads,FB002,Retargeting — Site Visitors,2334,26,0.0115,48.11,0,0.0,0.0
AD00003191,2024-03-31,meta_ads,FB003,LAL — Top Customers,3980,73,0.0185,51.74,1,33.17,0.64
AD00003192,2024-03-31,meta_ads,IG001,Instagram — Story Ads,5047,87,0.0174,69.7,2,81.08,1.16
AD00003193,2024-04-01,google_ads,GS001,Brand Keywords,1044,35,0.0335,41.37,2,64.73,1.56
AD00003194,2024-04-01,google_ads,GS002,Coffee Subscription,1970,109,0.0553,68.76,8,249.71,3.63
AD00003195,2024-04-01,google_ads,GS003,Competitor Conquesting,2193,85,0.0388,60.08,3,117.07,1.95
AD00003196,2024-04-01,meta_ads,FB001,Prospecting — Interest,6971,121,0.0175,70.06,2,95.92,1.37
AD00003197,2024-04-01,meta_ads,FB002,Retargeting — Site Visitors,2965,32,0.011,42.67,1,46.92,1.1
AD00003198,2024-04-01,meta_ads,FB003,LAL — Top Customers,3478,68,0.0196,65.82,1,46.63,0.71
AD00003199,2024-04-01,meta_ads,IG001,Instagram — Story Ads,3739,61,0.0165,71.16,2,71.48,1.0
AD00003200,2024-04-02,google_ads,GS001,Brand Keywords,660,30,0.0455,62.59,1,37.02,0.59
AD00003201,2024-04-02,google_ads,GS002,Coffee Subscription,773,33,0.0427,54.96,1,35.26,0.64
AD00003202,2024-04-02,google_ads,GS003,Competitor Conquesting,775,28,0.0361,52.03,1,54.01,1.04
AD00003203,2024-04-02,meta_ads,FB001,Prospecting — Interest,3893,60,0.0156,53.03,2,82.68,1.56
AD00003204,2024-04-02,meta_ads,FB002,Retargeting — Site Visitors,3845,69,0.0182,54.61,2,58.0,1.06
AD00003205,2024-04-02,meta_ads,FB003,LAL — Top Customers,3172,39,0.0126,38.48,1,38.45,1.0
AD00003206,2024-04-02,meta_ads,IG001,Instagram — Story Ads,1898,16,0.0089,34.51,0,0.0,0.0
AD00003207,2024-04-03,google_ads,GS001,Brand Keywords,1067,47,0.044,41.9,1,48.6,1.16
AD00003208,2024-04-03,google_ads,GS002,Coffee Subscription,2629,80,0.0304,53.97,2,108.86,2.02
AD00003209,2024-04-03,google_ads,GS003,Competitor Conquesting,513,23,0.0448,41.66,0,0.0,0.0
AD00003210,2024-04-03,meta_ads,FB001,Prospecting — Interest,3656,55,0.0151,51.49,1,44.23,0.86
AD00003211,2024-04-03,meta_ads,FB002,Retargeting — Site Visitors,6866,88,0.0129,64.13,3,101.12,1.58
AD00003212,2024-04-03,meta_ads,FB003,LAL — Top Customers,4229,44,0.0105,37.56,0,0.0,0.0
AD00003213,2024-04-03,meta_ads,IG001,Instagram — Story Ads,1964,18,0.0094,36.11,0,0.0,0.0
AD00003214,2024-04-04,google_ads,GS001,Brand Keywords,525,18,0.0343,38.78,0,0.0,0.0
AD00003215,2024-04-04,google_ads,GS002,Coffee Subscription,686,29,0.0423,60.15,1,36.24,0.6
AD00003216,2024-04-04,google_ads,GS003,Competitor Conquesting,774,28,0.0362,56.29,1,32.0,0.57
AD00003217,2024-04-04,meta_ads,FB001,Prospecting — Interest,6331,59,0.0094,64.64,1,42.61,0.66
AD00003218,2024-04-04,meta_ads,FB002,Retargeting — Site Visitors,4794,83,0.0174,67.27,1,49.55,0.74
AD00003219,2024-04-04,meta_ads,FB003,LAL — Top Customers,1980,25,0.013,39.46,0,0.0,0.0
AD00003220,2024-04-04,meta_ads,IG001,Instagram — Story Ads,4704,117,0.0249,54.34,3,133.3,2.45
AD00003221,2024-04-05,google_ads,GS001,Brand Keywords,1536,56,0.0365,37.51,3,134.01,3.57
AD00003222,2024-04-05,google_ads,GS002,Coffee Subscription,596,25,0.0419,43.34,1,30.76,0.71
AD00003223,2024-04-05,google_ads,GS003,Competitor Conquesting,2976,105,0.0353,72.56,3,92.58,1.28
AD00003224,2024-04-05,meta_ads,FB001,Prospecting — Interest,4719,47,0.0101,71.55,0,0.0,0.0
AD00003225,2024-04-05,meta_ads,FB002,Retargeting — Site Visitors,3260,36,0.0112,48.45,1,52.49,1.08
AD00003226,2024-04-05,meta_ads,FB003,LAL — Top Customers,3094,75,0.0244,61.65,2,59.01,0.96
AD00003227,2024-04-05,meta_ads,IG001,Instagram — Story Ads,5929,124,0.021,72.1,4,134.64,1.87
AD00003228,2024-04-06,google_ads,GS001,Brand Keywords,826,36,0.0436,63.33,2,75.62,1.19
AD00003229,2024-04-06,google_ads,GS002,Coffee Subscription,1164,60,0.0515,71.62,4,202.58,2.83
AD00003230,2024-04-06,google_ads,GS003,Competitor Conquesting,1543,59,0.0382,44.32,2,109.86,2.48
AD00003231,2024-04-06,meta_ads,FB001,Prospecting — Interest,2807,53,0.0189,58.62,1,40.67,0.69
AD00003232,2024-04-06,meta_ads,FB002,Retargeting — Site Visitors,3744,31,0.0085,65.67,0,0.0,0.0
AD00003233,2024-04-06,meta_ads,FB003,LAL — Top Customers,5536,71,0.013,71.37,1,38.08,0.53
AD00003234,2024-04-06,meta_ads,IG001,Instagram — Story Ads,3040,45,0.0151,59.51,1,49.63,0.83
AD00003235,2024-04-07,google_ads,GS001,Brand Keywords,699,36,0.0515,72.21,2,61.52,0.85
AD00003236,2024-04-07,google_ads,GS002,Coffee Subscription,609,25,0.0411,50.5,1,46.74,0.93
AD00003237,2024-04-07,google_ads,GS003,Competitor Conquesting,1269,49,0.0386,79.35,2,87.44,1.1
AD00003238,2024-04-07,meta_ads,FB001,Prospecting — Interest,5721,101,0.0177,47.49,3,110.16,2.32
AD00003239,2024-04-07,meta_ads,FB002,Retargeting — Site Visitors,4315,79,0.0184,67.06,1,44.38,0.66
AD00003240,2024-04-07,meta_ads,FB003,LAL — Top Customers,3153,27,0.0087,51.37,1,48.72,0.95
AD00003241,2024-04-07,meta_ads,IG001,Instagram — Story Ads,3303,34,0.0105,71.52,0,0.0,0.0
AD00003242,2024-04-08,google_ads,GS001,Brand Keywords,391,23,0.0588,43.33,0,0.0,0.0
AD00003243,2024-04-08,google_ads,GS002,Coffee Subscription,699,22,0.0315,35.93,1,41.3,1.15
AD00003244,2024-04-08,google_ads,GS003,Competitor Conquesting,1743,56,0.0321,40.11,1,46.62,1.16
AD00003245,2024-04-08,meta_ads,FB001,Prospecting — Interest,2545,38,0.0152,52.52,1,36.16,0.69
AD00003246,2024-04-08,meta_ads,FB002,Retargeting — Site Visitors,3336,30,0.0091,50.92,1,43.18,0.85
AD00003247,2024-04-08,meta_ads,FB003,LAL — Top Customers,3948,49,0.0126,43.08,1,48.59,1.13
AD00003248,2024-04-08,meta_ads,IG001,Instagram — Story Ads,3254,42,0.0131,52.2,1,41.28,0.79
AD00003249,2024-04-09,google_ads,GS001,Brand Keywords,886,40,0.0451,61.43,1,33.09,0.54
AD00003250,2024-04-09,google_ads,GS002,Coffee Subscription,960,48,0.05,67.33,2,86.62,1.29
AD00003251,2024-04-09,google_ads,GS003,Competitor Conquesting,1168,46,0.0394,63.77,2,81.83,1.28
AD00003252,2024-04-09,meta_ads,FB001,Prospecting — Interest,5533,91,0.0166,54.06,3,127.76,2.36
AD00003253,2024-04-09,meta_ads,FB002,Retargeting — Site Visitors,3454,46,0.0136,44.49,1,45.89,1.03
AD00003254,2024-04-09,meta_ads,FB003,LAL — Top Customers,2238,50,0.0224,49.07,1,50.67,1.03
AD00003255,2024-04-09,meta_ads,IG001,Instagram — Story Ads,3134,59,0.019,54.36,2,64.93,1.19
AD00003256,2024-04-10,google_ads,GS001,Brand Keywords,515,30,0.0583,45.04,2,94.15,2.09
AD00003257,2024-04-10,google_ads,GS002,Coffee Subscription,529,25,0.0473,35.34,1,28.72,0.81
AD00003258,2024-04-10,google_ads,GS003,Competitor Conquesting,702,38,0.0541,64.8,2,89.32,1.38
AD00003259,2024-04-10,meta_ads,FB001,Prospecting — Interest,3774,66,0.0177,45.9,1,37.89,0.83
AD00003260,2024-04-10,meta_ads,FB002,Retargeting — Site Visitors,1897,44,0.0233,40.35,1,49.14,1.22
AD00003261,2024-04-10,meta_ads,FB003,LAL — Top Customers,2947,66,0.0224,49.25,1,44.79,0.91
AD00003262,2024-04-10,meta_ads,IG001,Instagram — Story Ads,3970,32,0.0083,44.15,0,0.0,0.0
AD00003263,2024-04-11,google_ads,GS001,Brand Keywords,497,29,0.0584,61.36,1,33.99,0.55
AD00003264,2024-04-11,google_ads,GS002,Coffee Subscription,1259,52,0.0413,53.86,1,50.24,0.93
AD00003265,2024-04-11,google_ads,GS003,Competitor Conquesting,2418,79,0.0327,52.63,3,115.13,2.19
AD00003266,2024-04-11,meta_ads,FB001,Prospecting — Interest,1715,39,0.023,36.65,0,0.0,0.0
AD00003267,2024-04-11,meta_ads,FB002,Retargeting — Site Visitors,2740,44,0.0163,44.94,1,38.75,0.86
AD00003268,2024-04-11,meta_ads,FB003,LAL — Top Customers,4491,66,0.0149,56.06,1,46.96,0.84
AD00003269,2024-04-11,meta_ads,IG001,Instagram — Story Ads,4435,65,0.0148,60.64,1,39.81,0.66
AD00003270,2024-04-12,google_ads,GS001,Brand Keywords,802,38,0.0474,56.11,1,35.39,0.63
AD00003271,2024-04-12,google_ads,GS002,Coffee Subscription,556,33,0.0594,72.05,1,28.38,0.39
AD00003272,2024-04-12,google_ads,GS003,Competitor Conquesting,559,30,0.0537,66.51,1,36.49,0.55
AD00003273,2024-04-12,meta_ads,FB001,Prospecting — Interest,4219,48,0.0115,42.74,1,32.32,0.76
AD00003274,2024-04-12,meta_ads,FB002,Retargeting — Site Visitors,2530,63,0.025,39.63,2,107.81,2.72
AD00003275,2024-04-12,meta_ads,FB003,LAL — Top Customers,2235,39,0.0176,37.06,0,0.0,0.0
AD00003276,2024-04-12,meta_ads,IG001,Instagram — Story Ads,4099,66,0.0162,73.91,2,67.63,0.92
